"students","teachers","read","math","PctEL"
252,16.5,640.900024414062,630,0
175,12.5,634.599975585938,636.599975585938,0
3835,186.199996948242,633,638.200012207031,34.8891792297363
314,19.25,636.700012207031,634.799987792969,13.0573244094849
4458,211,633.200012207031,638.700012207031,36.0251235961914
1313,75.0800018310547,633.900024414062,638.299987792969,34.6534652709961
474,26.5,634.700012207031,638.299987792969,28.6919822692871
1114,57.7000007629395,645.400024414062,627.799987792969,1.79533219337463
1358,65,632.299987792969,641.099975585938,30.6332855224609
11629,546.299987792969,632.400024414062,641.400024414062,59.0334548950195
6195,306.75,636.200012207031,637.700012207031,13.5593223571777
499,20,636.099975585938,637.900024414062,5.01001977920532
417,23,638,636.200012207031,0.95923262834549
300,15,640.900024414062,633.799987792969,0.666666686534882
457,24.3999996185303,644.900024414062,630.400024414062,38.512035369873
146,8,646.099975585938,629.799987792969,0
460,24.2199993133545,633.200012207031,642.700012207031,17.1739139556885
354,17.7999992370605,636.700012207031,639.299987792969,9.88700580596924
1841,95,640.400024414062,636,19.3916358947754
3760,183.75,636.200012207031,640.400024414062,36.4893608093262
500,22.4300003051758,630.400024414062,646.200012207031,39.3999977111816
5112,246.899993896484,638.599975585938,638.099975585938,28.6776218414307
146,7.65999984741211,637.5,639.599975585938,13.6986303329468
2141,105.819999694824,636.900024414062,640.5,11.3498363494873
610,30.9799995422363,640.299987792969,638.200012207031,3.44262313842773
337,16.5499992370605,642.700012207031,635.900024414062,15.4302673339844
4501,227.850006103516,639.900024414062,638.799987792969,17.973783493042
5718,295.049987792969,641.400024414062,637.599975585938,22.7177333831787
19402,846.380004882812,641.700012207031,637.799987792969,18.4362449645996
3401,175.550003051758,641.5,638.099975585938,16.1717147827148
2621,136.830001831055,641.400024414062,638.299987792969,2.02212882041931
426,20,634.299987792969,645.5,9.62441349029541
205,11.1999998092651,643.5,636.700012207031,41.4634132385254
13668,648.409973144531,640.400024414062,639.900024414062,9.89903450012207
342,18.2000007629395,637.700012207031,643.299987792969,16.0818710327148
6518,332.100006103516,638.5,643,43.4949378967285
239,12.1999998092651,644.900024414062,636.900024414062,8.78661060333252
2911,139.470001220703,640.400024414062,641.799987792969,39.0243873596191
6272,297.040008544922,639.299987792969,643.599975585938,53.8903045654297
10218,508.75,638.599975585938,644.299987792969,41.1332931518555
1735,87.1399993896484,640.799987792969,642.299987792969,1.38328528404236
474,26.6100006103516,638.900024414062,644.700012207031,35.4430389404297
544,30,641.799987792969,642.599975585938,8.63970565795898
1987,103.370002746582,637,647.400024414062,15.3497743606567
418,22.3999996185303,640.200012207031,644.599975585938,19.8564586639404
196,10,652.599975585938,632.900024414062,3.06122446060181
2208,114.5,642,644.099975585938,9.87318801879883
1255,55,642.599975585938,643.799987792969,16.0956172943115
1469,78.0999984741211,639.400024414062,647.099975585938,43.4989776611328
7114,332.839996337891,638.900024414062,647.900024414062,45.0379524230957
1962,98,641.700012207031,645.099975585938,18.1957187652588
7761,361,644.200012207031,642.799987792969,15.4876947402954
216,14,652.700012207031,634.299987792969,0.92592591047287
224,10,633.599975585938,653.799987792969,7.5892858505249
7887,391.859985351562,645.700012207031,641.700012207031,29.0858383178711
752,39.5,652.299987792969,636.099975585938,0.132978722453117
9328,537.880004882812,644.5,643.900024414062,50.8576316833496
548,32.2000007629395,652.099975585938,636.700012207031,11.4963502883911
104,5,649.5,639.400024414062,13.4615392684937
275,13,643.200012207031,645.700012207031,4.72727251052856
443,24,644.299987792969,644.700012207031,21.444694519043
10337,540.049987792969,646,643.099975585938,12.3536806106567
806,41.5299987792969,645.299987792969,644.099975585938,30.1488838195801
227,11.6000003814697,649.700012207031,640.200012207031,15.8590297698975
8416,391.420013427734,642.900024414062,647.299987792969,43.75
149,8.5,656.799987792969,633.700012207031,0
220,13.3900003433228,658,633.099975585938,0
4612,232.970001220703,647.700012207031,643.400024414062,16.6522121429443
590,34.3300018310547,644.799987792969,646.400024414062,3.22033905982971
133,7.55000019073486,644.299987792969,647.200012207031,0
2440,121.23999786377,645.5,646,48.5245895385742
133,6,652.5,639.5,0.751879692077637
519,26,650.900024414062,641.5,1.92678236961365
222,11.6599998474121,643,649.700012207031,13.5135126113892
285,18.7199993133545,641.599975585938,651.200012207031,0
3129,147.979995727539,647.799987792969,645.200012207031,16.7146053314209
2019,102.779998779297,649.099975585938,644,5.94353628158569
5620,267,644,649.400024414062,36.1743774414062
9775,484.5,645.599975585938,648.200012207031,44.971866607666
246,11.5,647.799987792969,646.099975585938,16.6666679382324
7210,360.350006103516,642.5,651.599975585938,15.1872396469116
21338,1051.57995605469,645,649.5,34.3377990722656
477,27,650.799987792969,643.799987792969,0
727,39.9000015258789,649.400024414062,645.799987792969,13.0673999786377
374,18.4500007629395,651.599975585938,643.599975585938,4.27807474136353
18255,903.760009765625,645,651,39.5946311950684
8787,410.910003662109,648,648.400024414062,21.6683731079102
797,38,648.799987792969,647.700012207031,3.2622332572937
140,7,651.599975585938,645.099975585938,7.85714292526245
235,13.6999998092651,643.400024414062,654,39.5744667053223
8294,371.100006103516,645.099975585938,652.799987792969,10.1278028488159
2409,108.660003662109,646,652.299987792969,27.5217914581299
150,8.25,655.200012207031,643.400024414062,14
3981,210,649.799987792969,649.200012207031,8.84200000762939
2326,117.800003051758,651.299987792969,648.099975585938,6.40584659576416
501,30.5,652.599975585938,647.099975585938,2.39520978927612
470,28.2700004577637,655.099975585938,645.799987792969,5.95744705200195
575,35.0999984741211,654.599975585938,646.5,8.17391300201416
3519,175.300003051758,655.400024414062,645.799987792969,15.4589366912842
474,26.3400001525879,653.599975585938,647.700012207031,0
223,11.5,651.799987792969,650,0
92,5.59999990463257,656.099975585938,645.700012207031,0
4971,297.140014648438,653.299987792969,649,31.8245830535889
2617,107.194999694824,651.700012207031,650.700012207031,12.8009166717529
242,13.25,654.400024414062,648.299987792969,0
780,41.1500015258789,662,640.799987792969,3.84615397453308
324,15.3999996185303,647,655.900024414062,2.46913576126099
140,6.75,654.200012207031,649.400024414062,10.7142858505249
181,10,651.900024414062,651.799987792969,0
516,26,656.299987792969,647.5,1.93798446655273
108,5,648.200012207031,655.799987792969,4.62962961196899
419,18.6700000762939,656.400024414062,647.799987792969,5.25059652328491
12567,546.049987792969,651.599975585938,652.599975585938,27.5403823852539
287,16.1700000762939,655.099975585938,649.5,14.9825782775879
6201,339.100006103516,650.900024414062,653.700012207031,47.8793754577637
577,29.9500007629395,657.200012207031,647.5,0
170,7.5,660.299987792969,644.5,1.76470601558685
164,8.5,655.200012207031,649.599975585938,0
382,22,653.099975585938,651.900024414062,0
1221,61.5999984741211,656.799987792969,648.900024414062,7.28910732269287
2214,108.349998474121,656.099975585938,650.099975585938,17.028003692627
4523,215,653.700012207031,653.099975585938,10.4355516433716
793,39.7999992370605,652.400024414062,654.599975585938,2.26986122131348
1678,88.2699966430664,655.599975585938,651.5,28.2479133605957
536,22.5,653.400024414062,653.700012207031,8.76865673065186
307,15.8500003814697,654.099975585938,653.299987792969,7.49185657501221
347,17.5,655.5,652.099975585938,9.79827117919922
168,11.0100002288818,655.900024414062,651.799987792969,12.5
532,31,656.599975585938,651.299987792969,0
3272,150,651.400024414062,656.799987792969,31.2041549682617
2045,107.209999084473,657.799987792969,650.599975585938,1.36919319629669
156,6.05000019073486,659.799987792969,648.599975585938,9.61538505554199
1129,61.9900016784668,655.099975585938,653.5,0
3669,201.970001220703,652.700012207031,656.5,24.2572898864746
157,9.25,654.200012207031,655.5,9.55414009094238
4928,229.199996948242,653.5,656.200012207031,5.92532444000244
103,5,662.200012207031,647.599975585938,0.970873773097992
175,10.3000001907349,650,660.099975585938,18.2857131958008
4153,199.860000610352,657.400024414062,652.700012207031,4.9843487739563
280,18.0499992370605,660.400024414062,649.700012207031,4.28571462631226
865,43.5,660.799987792969,649.599975585938,3.35260105133057
8735,408.200012207031,655.400024414062,655.200012207031,32.7074966430664
412,20.1000003814697,653,657.700012207031,9.46601963043213
6373,329.119995117188,657.599975585938,653.099975585938,6.26078748703003
332,18.7999992370605,653.200012207031,657.599975585938,13.2530126571655
2903,138.119995117188,662,649.099975585938,3.16913533210754
565,29.6499996185303,651.599975585938,659.799987792969,16.9911499023438
586,26,662,649.599975585938,0.853242337703705
5068,240.100006103516,655.900024414062,655.799987792969,6.64956569671631
859,42.8400001525879,654.099975585938,658.700012207031,0.116414435207844
145,10.210000038147,657.799987792969,655.200012207031,0
649,35.125,658.700012207031,654.400024414062,6.93374443054199
1789,96,655.400024414062,657.900024414062,9.55841255187988
775,37,661.5,651.900024414062,0.903225779533386
777,36.8499984741211,663.400024414062,650.200012207031,1.15830111503601
3518,188.199996948242,656.700012207031,656.900024414062,40.1080169677734
19294,924.570007324219,657.599975585938,656.400024414062,16.6632118225098
7661,386.420013427734,657.299987792969,656.700012207031,21.955358505249
158,8,661,653.299987792969,8.86075973510742
117,6,664.900024414062,649.900024414062,0.854700922966003
160,8.69999980926514,672.799987792969,642.200012207031,0
511,27.2000007629395,664.200012207031,650.900024414062,3.91389417648315
2770,140.110000610352,659.700012207031,655.599975585938,11.9494590759277
551,28.5,660.200012207031,655.299987792969,3.99274039268494
5205,242.5,655.099975585938,660.5,22.9394817352295
6437,278.839996337891,658.5,657.299987792969,2.48563003540039
1712,81.2799987792969,657,659,9.87149524688721
370,19.7999992370605,664,652.700012207031,0.54054057598114
3182,153.199996948242,654.700012207031,662.5,8.95663166046143
139,7.19999980926514,661.299987792969,656.299987792969,6.47481966018677
11855,588.840026855469,654.900024414062,663.200012207031,20.7254314422607
1068,51.6699981689453,662.099975585938,656.200012207031,0.187265917658806
2295,103,658.299987792969,660.400024414062,13.9869289398193
1510,73.3000030517578,662.799987792969,656,8.74172115325928
579,27.7999992370605,660,658.799987792969,20.0345420837402
1012,52.6399993896484,660.799987792969,658.799987792969,1.38339924812317
1212,68.6500015258789,660.400024414062,659.400024414062,2.06270623207092
119,7,661.700012207031,658.400024414062,28.5714302062988
590,35.7625007629395,673.099975585938,647.099975585938,0.169491529464722
546,27.6000003814697,659.799987792969,660.599975585938,13.7362642288208
248,11.1199998855591,667.799987792969,652.799987792969,0
461,26,666.900024414062,654.599975585938,0.216919749975204
6312,308.679992675781,662.099975585938,659.799987792969,3.12103939056396
285,13.9899997711182,661.099975585938,661.599975585938,47.3684234619141
2325,115.300003051758,662,660.900024414062,22.7096786499023
11885,549.840026855469,659.099975585938,664.099975585938,29.1207408905029
564,27.4300003051758,672.400024414062,650.799987792969,4.43262434005737
12380,620.380004882812,660.099975585938,663.599975585938,4.81421661376953
3772,178.059997558594,665.400024414062,658.299987792969,5.24920463562012
895,47.5800018310547,662.700012207031,661,1.89944136142731
5714,277.670013427734,664.299987792969,659.5,8.66293334960938
105,5.73000001907349,662.5,661.299987792969,10.4761905670166
1449,76.9899978637695,660.400024414062,663.5,1.24223601818085
510,24.5,663.099975585938,661.700012207031,0
160,8,651.400024414062,673.400024414062,9.375
433,22,665.400024414062,659.5,1.38568139076233
3186,164.309997558594,663.5,661.5,35.3421211242676
5010,239.399993896484,661.700012207031,663.400024414062,9.64071846008301
717,35.9500007629395,669.400024414062,655.700012207031,2.23152017593384
3548,170.649993896484,658.299987792969,667,0.366403609514236
868,45.2000007629395,662.400024414062,663,0.576036870479584
507,26.6499996185303,667.099975585938,658.400024414062,0
822,46.6500015258789,668.299987792969,657.5,0.851581513881683
1792,88.5500030517578,667.400024414062,659.299987792969,5.52455377578735
1202,62.2999992370605,664.299987792969,662.599975585938,0
515,27.3500003814697,660.200012207031,666.799987792969,0
1354,66.5699996948242,666.400024414062,661.299987792969,2.43722319602966
1252,65.1100006103516,659.400024414062,668.299987792969,20.766773223877
823,46,657.700012207031,670.099975585938,2.18712043762207
2231,114.300003051758,666.200012207031,661.799987792969,13.6261758804321
271,14.1999998092651,668.700012207031,659.299987792969,13.2841329574585
309,15.5,671.299987792969,657,1.94174754619598
3005,159.220001220703,666.700012207031,661.599975585938,23.0615653991699
966,47.9599990844727,674,654.599975585938,0.621118009090424
7710,327.299987792969,663.400024414062,665.400024414062,3.25551223754883
762,35.5,663.099975585938,665.799987792969,0
1708,89,665.5,663.900024414062,2.22482442855835
9850,489.299987792969,663.700012207031,665.799987792969,18.5583763122559
129,5,667.599975585938,662.299987792969,6.20155048370361
10619,565.510009765625,665.900024414062,664,18.4574813842773
4521,236.580001831055,666.799987792969,663.400024414062,32.0725517272949
580,29.4400005340576,656.200012207031,674.200012207031,3.96551704406738
2569,138,669.799987792969,660.900024414062,15.3367071151733
6022,286.799987792969,663.900024414062,667.400024414062,27.6652278900146
670,33.5,670.299987792969,661.5,12.537314414978
14708,700.940002441406,664.5,667.400024414062,12.6801748275757
6601,305,668,664,6.90804433822632
675,33.7000007629395,668.700012207031,663.400024414062,14.9629621505737
2458,124.069999694824,666.900024414062,665.299987792969,11.2693252563477
144,8,671.900024414062,660.400024414062,9.72222232818604
573,29.6000003814697,671,661.299987792969,3.31588125228882
721,35.7299995422363,668.799987792969,664.099975585938,0.693481266498566
992,46.9700012207031,671.200012207031,661.900024414062,5.14112901687622
8432,360.5,663.700012207031,669.5,4.96916532516479
244,11,672.099975585938,661.200012207031,6.96721315383911
7116,356.820007324219,667.5,665.799987792969,7.99606513977051
830,46.6599998474121,662.099975585938,671.299987792969,0.48192772269249
160,10.8800001144409,666.900024414062,666.799987792969,2.5
1588,83.4000015258789,671.299987792969,662.400024414062,3.84131002426147
2272,108.75,667.700012207031,666.599975585938,1.32042253017426
1425,71.8300018310547,669.799987792969,664.599975585938,4.91228055953979
245,12.5500001907349,672.200012207031,662.700012207031,0
1349,65.2125015258789,667,667.900024414062,0.222386956214905
400,22,669.200012207031,666,0
4632,245.179992675781,669.400024414062,666.599975585938,17.8540592193604
224,9,660.5,675.700012207031,4.4642858505249
576,31,665.799987792969,671,9.54861164093018
451,25,672.700012207031,664.5,3.99113082885742
900,50.75,668.799987792969,668.5,20.6666660308838
118,5.5,668.5,669.099975585938,7.6271185874939
1457,73.129997253418,666.200012207031,671.599975585938,27.4536724090576
4734,232.75,665.5,672.400024414062,10.8576259613037
3303,146.5,666.099975585938,672.099975585938,5.02573394775391
6055,286.920013427734,668.900024414062,669.700012207031,14.2361688613892
424,23.2999992370605,680.900024414062,657.700012207031,0.235849052667618
2801,139.300003051758,673.299987792969,665.400024414062,2.0706889629364
187,9.76000022888184,664.599975585938,674.099975585938,8.55614948272705
129,6.59999990463257,670.099975585938,669.5,0
188,9,673.200012207031,666.5,4.78723430633545
1212,65.9000015258789,669.200012207031,670.700012207031,3.96039605140686
2596,135.350006103516,669.200012207031,670.799987792969,1.57935285568237
4925,253.89599609375,672.799987792969,668.599975585938,3.5939085483551
6257,288.630004882812,671.200012207031,671.299987792969,8.72622680664062
868,45,674.599975585938,668,0
3787,186.100006103516,674.900024414062,668.299987792969,0.264061272144318
6423,306.380004882812,671.400024414062,671.799987792969,1.44792151451111
678,34.8400001525879,677.599975585938,665.700012207031,0.147492617368698
162,8.39999961853027,679.799987792969,663.599975585938,0
8529,407.700012207031,668.900024414062,674.599975585938,3.70500636100769
1862,89.0899963378906,673.099975585938,670.700012207031,0.268528461456299
1452,70.5,679.599975585938,664.200012207031,0
155,8,672.299987792969,671.599975585938,4.51612901687622
2536,127.110000610352,676.099975585938,668,2.44479489326477
567,30.0799999237061,673.900024414062,670.200012207031,0
953,52.5999984741211,668.099975585938,676.5,0
296,15.4300003051758,674.599975585938,670.099975585938,5.40540552139282
198,9,672.700012207031,672.200012207031,0
218,10.1000003814697,669.400024414062,675.700012207031,6.42201805114746
734,36,676.099975585938,669.299987792969,6.53950929641724
189,11.6000003814697,679.099975585938,667,14.2857151031494
2528,138.309997558594,675,671.5,3.67879748344421
2987,154.169998168945,676.099975585938,670.5,0.502176105976105
208,11,680.5,666.599975585938,0
379,23.1000003814697,670.5,676.599975585938,22.6912937164307
145,9.30000019073486,670.5,677.299987792969,0
706,37.7400016784668,676,672.5,0.141643062233925
878,47.9000015258789,681,669.799987792969,2.73348522186279
594,33.1800003051758,683,668.400024414062,1.68350172042847
139,7.34999990463257,680.099975585938,672.200012207031,0
2089,102.779998779297,673.799987792969,679.299987792969,0.143609374761581
326,16.2800006866455,673.299987792969,679.900024414062,0
516,21.5,680.5,673.200012207031,11.0465116500854
449,25.5,672.799987792969,681.099975585938,0
297,15.3500003814697,679,675.5,0
1579,80.2399978637695,678.5,677.400024414062,0.0633312240242958
383,20.4500007629395,682.900024414062,673.200012207031,0
81,5.09999990463257,685.299987792969,671.5,0
5259,262.230010986328,679,678.599975585938,15.0598974227905
1960,108.959999084473,684.099975585938,674.700012207031,1.47959184646606
151,8.89999961853027,676.799987792969,682.200012207031,2.64900660514832
946,49.1699981689453,683.099975585938,676.200012207031,1.47991538047791
2707,141.020004272461,678.700012207031,680.799987792969,4.46989297866821
919,46.8899993896484,680.200012207031,679.400024414062,0.326441794633865
945,46,685.700012207031,674.400024414062,2.53968262672424
738,39.7019996643066,684.200012207031,676.700012207031,0.54200541973114
164,10.5100002288818,682.799987792969,679.799987792969,11.5853662490845
167,10.9200000762939,680.799987792969,681.799987792969,11.3772449493408
125,7.07999992370605,688.5,674.700012207031,0
1091,62.060001373291,689.799987792969,674,1.37488543987274
134,6,681.799987792969,682.5,2.2388060092926
600,32,680,684.900024414062,5.33333349227905
1803,99.5999984741211,685.599975585938,679.5,2.77315592765808
158,7.80000019073486,687.299987792969,678,0
2392,127.220001220703,682.400024414062,684.299987792969,17.7257518768311
526,28.0200004577637,684.5,682.299987792969,0
141,6.90999984741211,680.400024414062,688.200012207031,0
235,12.6000003814697,688.5,680.200012207031,0.425531893968582
3280,158.399993896484,682.200012207031,687.400024414062,6.06707334518433
1254,57,686.200012207031,683.700012207031,10.1275911331177
948,53.560001373291,692.200012207031,679.900024414062,3.37552738189697
15228,708.830017089844,683.099975585938,690.299987792969,8.6485424041748
81,4.84999990463257,693.799987792969,681.299987792969,12.3456792831421
2768,141.399993896484,691.599975585938,686.599975585938,1.58959531784058
535,31,693.5,688.599975585938,1.4953271150589
2542,146.300003051758,687.700012207031,695,10.3855228424072
1940,111.819999694824,693.700012207031,690.099975585938,6.13402032852173
1059,65.120002746582,695.900024414062,692,2.2662889957428
2340,132.199996948242,693.599975585938,694.900024414062,2.47863245010376
3469,172.339996337891,697.900024414062,691.700012207031,0.893629252910614
2106,115.300003051758,695.099975585938,695.299987792969,2.42165231704712
478,32.8699989318848,701.299987792969,689.299987792969,3.76569032669067
1885,98.4199981689453,697.400024414062,695.700012207031,1.96286475658417
2422,139.470001220703,699.099975585938,697.299987792969,0.578034639358521
1318,87.0599975585938,695.400024414062,701.099975585938,2.80728387832642
220,12.3299999237061,693.299987792969,703.599975585938,1.36363637447357
687,44.5900001525879,698.299987792969,699.900024414062,1.16448330879211
2341,124.089996337891,698.900024414062,701.700012207031,2.05040574073792
984,59.7299995422363,700.900024414062,707.700012207031,5.99593496322632
3724,208.479995727539,704,709.5,4.72610092163086
441,20.1499996185303,648.299987792969,641.700012207031,24.2630386352539
101,5,667.900024414062,676.5,2.97029709815979
1778,93.4000015258789,660.5,651,5.00562429428101
