"year","id","y","x1","x2","x3","x4","x5","x6","d1"
2003,5,0.0138298999518156,0.666666984558105,0.447367995977402,0.41176500916481,5.71999979019165,0.0738630592823029,192.169998168945,0
2004,5,0.0124752996489406,0.603959977626801,0.180327996611595,0.545454978942871,10.039999961853,0.0736430063843727,192.600006103516,0
2005,5,0.0142385000362992,0.695652008056641,0.270832985639572,0.269230991601944,5.11999988555908,0.0728170275688171,216.690002441406,0
2006,5,0.0129602998495102,0.444444000720978,0.267856985330582,0.600000023841858,6.76000022888184,0.0721153765916824,237.649993896484,0
2000,7,0.0219158995896578,0.431095004081726,0.627049028873444,0.431373000144959,6,0.0836377814412117,215.570007324219,0
2001,7,0.0173806995153427,0.612335026264191,0.582733988761902,0.370370000600815,6.1100001335144,0.0821775272488594,219.559997558594,0
2002,7,0.0242110006511211,0.41940501332283,0.787312984466553,0.236966997385025,6.36999988555908,0.0806451588869095,231.089996337891,0
2003,7,0.0223434008657932,0.412458002567291,0.497958987951279,0.442622989416122,8.77000045776367,0.0790599882602692,247.550003051758,0
2004,7,0.0245848000049591,0.380654990673065,0.381148010492325,0.483871012926102,11.3599996566772,0.0774562135338783,253.550003051758,0
2005,7,0.0241280999034643,0.308057010173798,0.615384995937347,0.483332991600037,8.9399995803833,0.07549037784338,275.950012207031,0
2006,7,0.0267532002180815,0.364760011434555,0.525424003601074,0.435483992099762,7.1399998664856,0.0735372602939606,281.799987792969,0
2000,9,0.0075178099796176,0.631578981876373,0.555555999279022,0.383332997560501,7.03999996185303,0.0790580287575722,202.039993286133,0
2001,9,0.00873684976249933,0.56716400384903,0.640350997447968,0.356164008378983,9.94999980926514,0.0778553634881973,204.660003662109,0
2002,9,0.013680400326848,0.377357989549637,0.524999976158142,0.428570985794067,7.15999984741211,0.0764920487999916,235.729995727539,0
2003,9,0.014326199889183,0.410180002450943,0.664233982563019,0.395604014396667,10.6000003814697,0.0752817690372467,245.880004882813,0
2004,9,0.0133173000067472,0.393548011779785,0.622950971126556,0.407894998788834,9.22999954223633,0.073936440050602,265.989990234375,0
2005,9,0.0114417001605034,0.462686985731125,0.596773982048035,0.445946007966995,6.73000001907349,0.0723176971077919,277.149993896484,0
2006,9,0.010623199865222,0.518218994140625,0.476563006639481,0.442622989416122,8.22000026702881,0.0706975534558296,290.890014648438,0
2000,11,0.0188471991568804,0.36965000629425,0.557895004749298,0.226414993405342,9.93000030517578,0.106333449482918,187.199996948242,0
2001,11,0.0198535993695259,0.425855994224548,0.196428999304771,0.363635987043381,4.32000017166138,0.104968599975109,173.320007324219,0
2002,11,0.019166799262166,0.354243993759155,0.354167014360428,0.323529005050659,13.4399995803833,0.10380294919014,199.880004882813,0
2003,11,0.0168041996657848,0.446429014205933,0.209999993443489,0.380952000617981,7.15999984741211,0.102464772760868,212.339996337891,0
2004,11,0.0141193997114897,0.530806005001068,0.455356985330582,0.274509996175766,7.84999990463257,0.101254843175411,205.470001220703,0
2005,11,0.0170080997049809,0.401544004678726,0.211538001894951,0.363635987043381,13.8699998855591,0.0999466627836227,207.100006103516,0
2006,11,0.0146067002788186,0.524663984775543,0.0683761015534401,0.5,13,0.0989191979169846,258.600006103516,0
2000,13,0.0300492998212576,0.319665014743805,0.481674998998642,0.5,11.7700004577637,0.0793391987681389,214.929992675781,0
2001,13,0.0363259017467499,0.33288499712944,0.430303007364273,0.497653007507324,5.32000017166138,0.0779813230037689,221.539993286133,0
2002,13,0.0325271002948284,0.326020985841751,0.491878986358643,0.485848993062973,6.96999979019165,0.0765449106693268,240.259994506836,0
2003,13,0.0301271993666887,0.302175998687744,0.522666990756989,0.423469007015228,8.89000034332275,0.075187623500824,262.75,0
2004,13,0.0349785983562469,0.298961997032166,0.381944000720978,0.454544991254807,7.32000017166138,0.0738004818558693,270.010009765625,0
2005,13,0.0335359983146191,0.309206008911133,0.522727012634277,0.430435001850128,10.8000001907349,0.0722280219197273,287.420013427734,0
2006,13,0.0296408999711275,0.365004003047943,0.520606994628906,0.420832991600037,10.5500001907349,0.070733442902565,303.420013427734,0
2000,15,0.016805499792099,0.453258007764816,0.574999988079071,0.489129990339279,8.82999992370605,0.0905427783727646,183.169998168945,0
2001,15,0.0200047008693218,0.444705992937088,0.370370000600815,0.442856997251511,9.47999954223633,0.0874079689383507,200.529998779297,0
2002,15,0.0142091996967793,0.383607000112534,0.820513010025024,0.604166984558105,10.9499998092651,0.0842080563306808,207.669998168945,0
2003,15,0.0163460001349449,0.345714002847672,0.487603008747101,0.45762699842453,7.51999998092651,0.0810798108577728,211.470001220703,0
2004,15,0.0160134993493557,0.423976987600327,0.565517008304596,0.475609987974167,16.6800003051758,0.0782714709639549,217.009994506836,0
2005,15,0.0194460991770029,0.419277012348175,0.62643700838089,0.412844002246857,12,0.0762735828757286,231.279998779297,0
2006,15,0.0202814005315304,0.392111003398895,0.769231021404266,0.507691979408264,10.6400003433228,0.074305459856987,235.050003051758,0
2000,17,0.0186468996107578,0.483985990285873,0.46323499083519,0.460316985845566,7.92999982833862,0.0859525129199028,235.610000610352,0
2001,17,0.0211586002260447,0.420154988765717,0.476015001535416,0.387596994638443,5.5,0.0843440294265747,255.619995117188,0
2002,17,0.0202914997935295,0.363200008869171,0.546256005764008,0.427419006824493,9.93000030517578,0.0826743394136429,283.190002441406,0
2003,17,0.0179276000708342,0.422383010387421,0.581197023391724,0.404412001371384,7.17999982833862,0.0810450315475464,297.230010986328,0
2004,17,0.0196959003806114,0.464462995529175,0.306050002574921,0.453487992286682,9.6899995803833,0.0796546414494514,290.700012207031,0
2005,17,0.0185879003256559,0.395256996154785,0.620000004768372,0.395161002874374,7.55999994277954,0.0786560624837875,307.959991455078,0
2006,17,0.0304288994520903,0.251599013805389,0.436441004276276,0.436892986297607,7.32000017166138,0.0776916295289993,339.760009765625,0
2000,19,0.0225338004529476,0.326196014881134,0.505792021751404,0.404579997062683,9.5600004196167,0.0824935734272003,419.459991455078,0
2001,19,0.0183782000094652,0.189312994480133,1.12902998924255,0.43571400642395,8.26000022888184,0.0822037234902382,428.160003662109,0
2002,19,0.0145266996696591,0.232282996177673,0.855931997299194,0.356436014175415,10.3699998855591,0.0819392278790474,477.160003662109,0
2003,19,0.0136860003694892,0.21730799973011,1.04425001144409,0.45762699842453,8.15999984741211,0.0815946310758591,492.510009765625,0
2004,19,0.0128511004149914,0.291667014360428,1.22078001499176,0.356382995843887,7.84999990463257,0.0808784887194633,517.630004882813,0
2005,19,0.0174336992204189,0.24481900036335,0.84127002954483,0.364780008792877,6.73999977111816,0.0789429619908333,533.830017089844,0
2006,19,0.0221567004919052,0.162860006093979,1.22561001777649,0.333332985639572,10.3400001525879,0.0771323218941689,567.059997558594,0
2000,21,0.0350348018109798,0.262854009866714,0.291417002677917,0.541095972061157,9.43000030517578,0.0795678123831749,275.75,1
2001,21,0.0367895998060703,0.24057300388813,0.297740995883942,0.565517008304596,7.01000022888184,0.0789606794714928,293.619995117188,1
2002,21,0.0366069003939629,0.245823994278908,0.307128995656967,0.611714005470276,8.89000034332275,0.0783658102154732,311.459991455078,1
2003,21,0.0384395010769367,0.250542998313904,0.296777993440628,0.559499025344849,8.0600004196167,0.0777885317802429,333.589996337891,1
2004,21,0.041329599916935,0.258130997419357,0.272985011339188,0.46985399723053,9.88000011444092,0.0767823308706284,344.25,1
2005,21,0.0441641993820667,0.24838499724865,0.288190990686417,0.413533985614777,11.0100002288818,0.0744677111506462,366.109985351563,1
2006,21,0.0437355004251003,0.234760001301765,0.334701001644135,0.429071992635727,10.6199998855591,0.0721972584724426,378.899993896484,1
2000,23,0.0319175012409687,0.194303005933762,0.288839995861053,0.439393997192383,9.44999980926514,0.0901800617575645,243.139999389648,0
2001,23,0.0290210992097855,0.286639004945755,0.277419000864029,0.470930010080338,6.38000011444092,0.0899827182292938,251.490005493164,0
2002,23,0.0286164004355669,0.280521988868713,0.307309001684189,0.356756985187531,6.63000011444092,0.0897668302059174,283.079986572266,0
2003,23,0.0275500006973743,0.334614992141724,0.310344994068146,0.393519014120102,6.07000017166138,0.0895290821790695,300.100006103516,0
2004,23,0.0293095000088215,0.287441998720169,0.29449799656868,0.472526997327805,5.65999984741211,0.0887623205780983,303.809997558594,0
2005,23,0.0256248004734516,0.304576992988586,0.322970986366272,0.38502699136734,4.67999982833862,0.0863694325089455,313.040008544922,0
2006,23,0.0269836001098156,0.289121001958847,0.40378001332283,0.365956991910934,7.07000017166138,0.0839780569076538,327.450012207031,0
2000,25,0.0360685996711254,0.255968987941742,0.458954989910126,0.617886006832123,9.0600004196167,0.083774708211422,224.940002441406,0
2001,25,0.0370916984975338,0.256810992956162,0.433849990367889,0.626374006271362,8.25,0.0827223584055901,225.550003051758,0
2002,25,0.0312137994915247,0.291216999292374,0.372063994407654,0.598007023334503,7.38000011444092,0.0816718265414238,271.959991455078,0
2003,25,0.0294439997524023,0.277323007583618,0.415549993515015,0.554839015007019,8.14999961853027,0.0806566327810287,284.019989013672,0
2004,25,0.0305074993520975,0.282043009996414,0.4532870054245,0.544529020786285,6.84999990463257,0.0794864892959595,287.640014648438,0
2005,25,0.0319330990314484,0.301602005958557,0.32073500752449,0.49363100528717,7.88000011444092,0.0779348984360695,322.649993896484,0
2006,25,0.0302542001008987,0.32354798913002,0.406780004501343,0.492646992206573,8.01000022888184,0.0764153972268105,355.589996337891,0
2000,27,0.035334900021553,0.264329999685287,0.23088900744915,0.54729700088501,7.3899998664856,0.0887974724173546,215.75,0
2001,27,0.0371543988585472,0.303606003522873,0.206897005438805,0.364197999238968,8,0.0887318029999733,219.970001220703,0
2002,27,0.029440900310874,0.244151994585991,0.405189990997314,0.433497995138168,8.53999996185303,0.0886637791991234,251.630004882813,0
2003,27,0.0300367996096611,0.247357994318008,0.339805990457535,0.400000005960464,8.47000026702881,0.0885769426822662,262.510009765625,0
2004,27,0.0355282984673977,0.221862003207207,0.357663989067078,0.505101978778839,10.3100004196167,0.0879780426621437,268.480010986328,0
2005,27,0.0366743989288807,0.217356994748116,0.316547006368637,0.397727012634277,8.27999973297119,0.0857492908835411,295.079986572266,0
2006,27,0.0382489003241062,0.268018007278442,0.352941006422043,0.321429014205933,11.6899995803833,0.0835386365652084,309.269989013672,0
2000,33,0.0200389996170998,0.484560996294022,0.30392199754715,0.5,16.3999996185303,0.0939622595906258,237.589996337891,0
2001,33,0.0144477002322674,0.485341995954514,0.476509988307953,0.478873014450073,6.53999996185303,0.0916909426450729,212.160003662109,0
2002,33,0.0161147993057966,0.24855500459671,0.872093021869659,0.519999980926514,9.14000034332275,0.0895227566361427,279.950012207031,0
2003,33,0.0141497002914548,0.259615004062653,0.938271999359131,0.421052992343903,8.97000026702881,0.0873202532529831,286.179992675781,0
2004,33,0.0153796998783946,0.217910006642342,1.30137002468109,0.484210997819901,6.86999988555908,0.0851961597800255,268.359985351563,0
2005,33,0.0153722995892167,0.255071997642517,1.04544997215271,0.413042992353439,7,0.0825273171067238,295.880004882813,0
2006,33,0.0159188993275166,0.270949989557266,0.515464007854462,0.479999989271164,7.32000017166138,0.0800520181655884,324.450012207031,0
2000,35,0.0414137989282608,0.287652999162674,0.252357989549637,0.532710015773773,11.5200004577637,0.0858721286058426,243.860000610352,0
2001,35,0.048955500125885,0.239077001810074,0.23496800661087,0.457911998033524,6.23000001907349,0.0849426612257957,253.289993286133,0
2002,35,0.0412080995738506,0.285427004098892,0.246672004461288,0.51111102104187,7.8899998664856,0.084035687148571,274.649993896484,0
2003,35,0.0404708012938499,0.282276004552841,0.270119994878769,0.3923299908638,7.46999979019165,0.0831530392169952,291.690002441406,0
2004,35,0.0455489009618759,0.260843992233276,0.299923986196518,0.450632989406586,8.76000022888184,0.0820832625031471,305.480010986328,0
2005,35,0.0417064987123013,0.252281010150909,0.284271985292435,0.449703991413116,8.26000022888184,0.0804551318287849,327.029998779297,0
2006,35,0.0408569015562534,0.266025990247726,0.325300991535187,0.370370000600815,10.0600004196167,0.0789114013314247,341.320007324219,0
2000,37,0.0223025996237993,0.238785997033119,0.712706983089447,0.341084986925125,12.2600002288818,0.0822111591696739,230.229995727539,0
2001,37,0.0201309006661177,0.32514500617981,0.466666996479034,0.390475988388062,9.02999973297119,0.080987349152565,235.830001831055,0
2002,37,0.0190303009003401,0.307110011577606,0.359605997800827,0.369863003492355,8.97000026702881,0.0797505080699921,258.790008544922,0
2003,37,0.0196145009249449,0.30333799123764,0.363635987043381,0.407894998788834,12.2700004577637,0.0785881504416466,260.809997558594,0
2004,37,0.0207010991871357,0.371547013521194,0.356876999139786,0.53125,6.53000020980835,0.0770426914095879,264.779998779297,0
2005,37,0.025280699133873,0.336688995361328,0.451826989650726,0.154412001371384,6.78000020980835,0.0742344707250595,280.190002441406,0
2006,37,0.0226016994565725,0.321866989135742,0.385495990514755,0.316832005977631,8.6899995803833,0.0715407729148865,321.899993896484,0
2000,39,0.0158128999173641,0.291803002357483,0.280898988246918,0.400000005960464,10.710000038147,0.072731040418148,196.669998168945,0
2001,39,0.0188127998262644,0.258855998516083,0.357894986867905,0.441175997257233,6.26999998092651,0.0723606795072556,194.529998779297,0
2002,39,0.0168941002339125,0.300300002098084,0.430000007152557,0.348836988210678,20.9799995422363,0.0720170885324478,228.990005493164,0
2003,39,0.0142248999327421,0.299295991659164,0.458824008703232,0.512821018695831,5.84000015258789,0.0716856569051743,229.119995117188,0
2004,39,0.0130586996674538,0.286821991205215,0.783783972263336,0.258621007204056,9.4399995803833,0.0712311193346977,257.850006103516,0
2005,39,0.0113078998401761,0.203539997339249,1.06521999835968,0.448980003595352,7.78000020980835,0.0704848021268845,259.200012207031,0
2006,39,0.0119153996929526,0.30833300948143,0.972972989082336,0.291667014360428,11.5799999237061,0.0697328671813011,270.779998779297,0
2000,41,0.0365364998579025,0.389247000217438,0.243093997240067,0.659090995788574,13.0299997329712,0.0780852437019348,223.070007324219,0
2001,41,0.0304537005722523,0.423469007015228,0.397590011358261,0.560606002807617,5.94999980926514,0.0754642114043236,228.889999389648,0
2002,41,0.0220666993409395,0.463414996862412,0.496241003274918,0.333332985639572,6.44000005722046,0.0728814899921417,267.350006103516,0
2003,41,0.0158939007669687,0.463414996862412,0.536841988563538,0.450980007648468,6.15000009536743,0.0703432336449623,277.279998779297,0
2004,41,0.0125241996720433,0.549382984638214,0.651684999465942,0.5,4.69000005722046,0.0680608376860619,295.820007324219,0
2005,41,0.0246997997164726,0.332307994365692,0.25,0.555555999279022,7.26000022888184,0.0657382383942604,322.899993896484,0
2006,41,0.0257712993770838,0.307245999574661,0.452829986810684,0.520833015441895,17.4099998474121,0.0635552629828453,332.070007324219,0
2000,45,0.0344851985573769,0.216879993677139,0.457735002040863,0.425087004899979,10.9899997711182,0.0877565890550613,257.309997558594,0
2001,45,0.031972698867321,0.219475999474525,0.327731013298035,0.533333003520966,8.27000045776367,0.0867215469479561,267.440002441406,0
2002,45,0.0351112000644207,0.229738995432854,0.278425991535187,0.502618014812469,7.5,0.0857163295149803,290.779998779297,0
2003,45,0.0376377999782562,0.238544002175331,0.3644739985466,0.516245007514954,11.1899995803833,0.0846924036741257,304.420013427734,0
2004,45,0.0385399982333183,0.215789005160332,0.321377009153366,0.53125,9.03999996185303,0.0835230723023415,316.279998779297,0
2005,45,0.031275499612093,0.27819299697876,0.302013009786606,0.560000002384186,9.76000022888184,0.0818220898509026,340.309997558594,0
2006,45,0.0362806990742683,0.202627003192902,0.450567007064819,0.474819988012314,8.96000003814697,0.0801353678107262,367.420013427734,0
2000,47,0.0319193005561829,0.302525997161865,0.36863499879837,0.458564013242722,8.53999996185303,0.0858433991670609,279.079986572266,0
2001,47,0.0305205006152391,0.336926996707916,0.537999987602234,0.371746987104416,6.67999982833862,0.0839351415634155,300.649993896484,0
2002,47,0.029126800596714,0.21034200489521,0.647840976715088,0.328204989433289,6.36999988555908,0.081978976726532,322.059997558594,0
2003,47,0.029645100235939,0.178862005472183,0.579545021057129,0.385621011257172,5.40999984741211,0.080099381506443,338.100006103516,0
2004,47,0.0293451994657516,0.235624000430107,0.625,0.385713994503021,6.59999990463257,0.0781423896551132,355.709991455078,0
2005,47,0.0319310016930103,0.188847005367279,0.691275000572205,0.344660013914108,7.75,0.0760051310062408,367.420013427734,0
2006,47,0.0313622988760471,0.182926997542381,0.763333022594452,0.270741999149323,7.78999996185303,0.0738102495670319,355.829986572266,0
2000,49,0.03593809902668,0.270776003599167,0.309798002243042,0.432558000087738,16.8899993896484,0.139480173587799,244.389999389648,0
2001,49,0.0361096002161503,0.310411989688873,0.340425997972488,0.408087998628616,10.25,0.135913655161858,264.049987792969,0
2002,49,0.0359285995364189,0.272623986005783,0.315277993679047,0.418502002954483,8.94999980926514,0.132462307810783,273.170013427734,0
2003,49,0.0319023989140987,0.326140999794006,0.361322999000549,0.404929995536804,9.18000030517578,0.129134878516197,277.149993896484,0
2004,49,0.0301830004900694,0.322887986898422,0.398030996322632,0.392226010560989,9.80000019073486,0.126160204410553,308.929992675781,0
2005,49,0.0320147015154362,0.253111988306046,0.46229499578476,0.375887006521225,4.3600001335144,0.124189428985119,344.290008544922,0
2006,49,0.0374979004263878,0.264420002698898,0.371879011392593,0.356889992952347,8.69999980926514,0.122244790196419,375.320007324219,0
2000,51,0.0630903989076614,0.201315999031067,0.262495994567871,0.481436997652054,12.0299997329712,0.162408381700516,301.959991455078,1
2001,51,0.062867097556591,0.223799005150795,0.25729501247406,0.417665988206863,9.4399995803833,0.158547535538673,329.100006103516,1
2002,51,0.0600560009479523,0.214350998401642,0.270410001277924,0.417508006095886,7.82999992370605,0.15473672747612,362.25,1
2003,51,0.0591761991381645,0.190099999308586,0.322122007608414,0.449945986270905,11.2299995422363,0.15097613632679,391.470001220703,1
2004,51,0.0712392032146454,0.171518996357918,0.308014988899231,0.41363599896431,9.5,0.147533014416695,398.059997558594,1
2005,51,0.0704213976860046,0.166131004691124,0.275700986385345,0.424939006567001,10.8800001144409,0.144875332713127,414.079986572266,1
2006,51,0.0883848965167999,0.155248001217842,0.259833008050919,0.407627999782562,11.9300003051758,0.142237797379494,441.720001220703,1
2000,53,0.019666900858283,0.252252012491226,1.21429002285004,0.176470994949341,13.2200002670288,0.091045968234539,148.789993286133,0
2001,53,0.0199701990932226,0.184211000800133,0.69047600030899,0.241378992795944,7.42999982833862,0.0907223597168922,101.830001831055,0
2002,53,0.0222781002521515,0.217898994684219,0.642857015132904,0.194444000720978,6.98000001907349,0.0903797075152397,129.110000610352,0
2003,53,0.0138865998014808,0.228916004300117,0.921052992343903,0.371428996324539,7.8899998664856,0.0896802097558975,178.100006103516,0
2004,53,0.0170846991240978,0.159090995788574,1.05713999271393,0.378378003835678,5.96999979019165,0.0890675708651543,184.330001831055,0
2005,53,0.0138049004599452,0.337078988552094,0.5,0.333332985639572,8.92000007629395,0.0867521986365318,271.809997558594,0
2006,53,0.0140655003488064,0.303191006183624,0.140350997447968,0.25,11.960000038147,0.0847630873322487,250.419998168945,0
2000,55,0.039749801158905,0.14342600107193,0.944444000720978,0.367646992206573,7.46999979019165,0.0835457369685173,206.690002441406,0
2001,55,0.0467391982674599,0.16415399312973,0.561223983764648,0.454544991254807,15.0900001525879,0.0830383896827698,219.270004272461,0
2002,55,0.0530842989683151,0.134306997060776,0.543478012084961,0.340000003576279,9.4399995803833,0.0825579911470413,229.119995117188,0
2003,55,0.0504352003335953,0.180500999093056,0.335765987634659,0.260870009660721,10.8900003433228,0.0822679325938225,252.830001831055,0
2004,55,0.0635230988264084,0.202885001897812,0.241705998778343,0.490195989608765,8.17000007629395,0.0811983123421669,265.829986572266,0
2005,55,0.074754998087883,0.257564008235931,0.253012001514435,0.25,11.7700004577637,0.0785214528441429,281.260009765625,0
2006,55,0.0790162980556488,0.224628001451492,0.207830995321274,0.304347991943359,13.5699996948242,0.0761380717158318,319.209991455078,0
2000,57,0.0368013009428978,0.20516499876976,0.533487021923065,0.413419991731644,10.4399995803833,0.0855260267853737,234.720001220703,0
2001,57,0.0312481001019478,0.281931012868881,0.525439977645874,0.376163989305496,8.52999973297119,0.0849586874246597,237.270004272461,0
2002,57,0.0290823001414537,0.275153994560242,0.475479990243912,0.376682013273239,10.7700004577637,0.0843964964151382,265.679992675781,0
2003,57,0.025832200422883,0.290589988231659,0.489167988300323,0.303030014038086,9.18000030517578,0.0838487595319748,282.140014648438,0
2004,57,0.0259898006916046,0.303671985864639,0.483660012483597,0.326577007770538,7.40999984741211,0.08289585262537,294.359985351563,0
2005,57,0.0277820006012917,0.291424989700317,0.522512972354889,0.330660998821259,7.84999990463257,0.0807871073484421,314.380004882813,0
2006,57,0.0300216004252434,0.222001999616623,0.736908972263336,0.320623993873596,10.4700002670288,0.0787302404642105,324.670013427734,0
2000,59,0.0183936003595591,0.25764200091362,0.601695001125336,0.563380002975464,8.69999980926514,0.0794902369379997,242.479995727539,0
2001,59,0.0160809997469187,0.209876999258995,0.729412019252777,0.387097001075745,9.93000030517578,0.0798312723636627,239.169998168945,0
2002,59,0.0159540995955467,0.233989998698235,0.789474010467529,0.333332985639572,6.34000015258789,0.080259382724762,253.610000610352,0
2003,59,0.0160226002335548,0.301176011562347,0.554687976837158,0.323944002389908,9.15999984741211,0.0805690884590149,275.940002441406,0
2004,59,0.0159239992499352,0.231650993227959,1.22772002220154,0.24193499982357,11.6899995803833,0.0803874284029007,292.929992675781,0
2005,59,0.0193287003785372,0.79626202583313,0.136150002479553,0.431033998727798,8.71000003814697,0.0790291503071785,300.929992675781,0
2006,59,0.0233327001333237,0.22775299847126,0.622516989707947,0.425532013177872,6.5,0.0775692835450172,316.570007324219,0
2000,61,0.0248057004064322,0.191699996590614,0.912370979785919,0.395480006933212,8.9399995803833,0.0861587524414063,189.679992675781,0
2001,61,0.0225080996751785,0.279781013727188,0.628906011581421,0.447205007076263,7.71999979019165,0.08449537307024,196.839996337891,0
2002,61,0.017748499289155,0.411523014307022,0.546666979789734,0.481707006692886,10.1300001144409,0.0827740505337715,215.300003051758,0
2003,61,0.0169916991144419,0.396526992321014,0.547444999217987,0.400000005960464,8.35999965667725,0.0811304897069931,224.449996948242,0
2004,61,0.0179393999278545,0.49592399597168,0.454795002937317,0.391566008329391,9.64000034332275,0.0794322788715363,240.669998168945,0
2005,61,0.0215632002800703,0.343537002801895,0.640263974666595,0.350515007972717,12.3000001907349,0.0775928422808647,251.949996948242,0
2006,61,0.0233676992356777,0.398119002580643,0.493438005447388,0.361701995134354,8.77000045776367,0.0757990181446075,266.579986572266,0
2000,63,0.0813022032380104,0.157453998923302,0.270823001861572,0.388678997755051,16.1800003051758,0.102325491607189,407.450012207031,1
2001,63,0.0785856992006302,0.155625000596046,0.313591003417969,0.394603997468948,12.6000003814697,0.101020701229572,449.769989013672,1
2002,63,0.0760821998119354,0.140742003917694,0.349671006202698,0.417093992233276,9.77000045776367,0.0997372791171074,487.809997558594,1
2003,63,0.0739590004086494,0.128979995846748,0.405120998620987,0.465153992176056,11.8199996948242,0.0985008999705315,526.280029296875,1
2004,63,0.0703023001551628,0.142793998122215,0.519002974033356,0.400959998369217,10.0900001525879,0.097263291478157,551.960021972656,1
2005,63,0.0690603032708168,0.113017998635769,0.509539008140564,0.42433699965477,11.3599996566772,0.0959648117423058,593.469970703125,1
2006,63,0.0706598982214928,0.133224993944168,0.459215998649597,0.363635987043381,11.5100002288818,0.0946898087859154,646.849975585938,1
2000,65,0.0541680008172989,0.130331993103027,0.524675011634827,0.480197995901108,9.61999988555908,0.0905424803495407,250.330001831055,0
2001,65,0.0524684004485607,0.158603996038437,0.566448986530304,0.538461983203888,7.40999984741211,0.0883003026247025,251.070007324219,0
2002,65,0.0458802990615368,0.155259996652603,0.397985011339188,0.462024986743927,8.78999996185303,0.0861127078533173,266.480010986328,0
2003,65,0.0481331013143063,0.135991007089615,0.646574974060059,0.58050799369812,11.0299997329712,0.083978071808815,276.769989013672,0
2004,65,0.06034180149436,0.311758011579514,0.140316992998123,0.389140009880066,8.21000003814697,0.0816832482814789,296.390014648438,0
2005,65,0.0636435002088547,0.286722004413605,0.141192004084587,0.426605999469757,9.77000045776367,0.0789509266614914,304.619995117188,0
2006,65,0.0658800974488258,0.287330001592636,0.154451996088028,0.403921991586685,9.84000015258789,0.0762234628200531,313.709991455078,0
2000,67,0.0619137994945049,0.185028001666069,0.288693010807037,0.529987990856171,10.0100002288818,0.0888331383466721,198.339996337891,1
2001,67,0.0623111017048359,0.203160002827644,0.2899149954319,0.644492983818054,8.07999992370605,0.0869502499699593,203.919998168945,1
2002,67,0.059356801211834,0.205524995923042,0.294804990291595,0.583700001239777,7.17999982833862,0.085110679268837,217.070007324219,1
2003,67,0.0518556013703346,0.22027100622654,0.297982007265091,0.548793971538544,8.97000026702881,0.0833009630441666,230.789993286133,1
2004,67,0.0475792996585369,0.222561001777649,0.276769012212753,0.519411027431488,8.53999996185303,0.0813421607017517,239.009994506836,1
2005,67,0.0573537983000278,0.201051995158196,0.266018003225327,0.503153026103973,8.63000011444092,0.0788760334253311,256.049987792969,1
2006,67,0.0614176988601685,0.217215001583099,0.248275995254517,0.488425999879837,10.5699996948242,0.0764797329902649,275.720001220703,1
2000,69,0.0151278004050255,0.430180013179779,0.628271996974945,0.474999994039536,13.2600002288818,0.0950720384716988,379.820007324219,0
2001,69,0.0125657003372908,0.466488003730774,0.74712598323822,0.35384601354599,11.5900001525879,0.0928766429424286,409.519989013672,0
2002,69,0.0140695003792644,0.469193994998932,1.06061005592346,0.25238099694252,9.47000026702881,0.0907606109976768,447.019989013672,0
