"ahe","yrseduc"
16.1538467407227,14
23.4615383148193,16
14.529914855957,12
33.6538467407227,12
25.9615383148193,12
19.230770111084,12
15.8663463592529,12
18.75,12
20.1553249359131,16
32.0512809753418,18
29.3269233703613,16
37.6432075500488,18
13.942307472229,12
10.5769233703613,13
12.5,13
23.0769233703613,16
18.269229888916,12
13.4615383148193,12
13.4615383148193,12
33.6538467407227,18
33.6538467407227,18
18.75,16
27.884614944458,16
10.1442308425903,12
100,18
11.5384616851807,16
21.634614944458,12
21.634614944458,12
21.9780216217041,13
31.25,16
9.61538505554199,16
27.884614944458,13
13.4615383148193,13
13.7254905700684,13
18.9010982513428,16
33.3333320617676,16
23.0769233703613,14
20.1923084259033,18
15.5925159454346,13
10,16
14.4230766296387,14
14.9572649002075,16
14.9038457870483,13
15.5,12
10.9890108108521,13
36.0576934814453,16
16.1538467407227,12
16.5384616851807,16
15.5879812240601,16
5.625,14
27.6041660308838,12
28.8461532592773,12
12.0192308425903,12
19.230770111084,12
10.0961542129517,14
19.230770111084,14
19.230770111084,12
25.9615383148193,13
9.72451877593994,12
11.5384616851807,16
7.21153831481934,18
24.1870193481445,14
19.2769222259521,14
19.7115383148193,12
11.057692527771,12
11.4983978271484,12
41.8269233703613,16
33.6538467407227,14
28.8461532592773,13
17.889087677002,13
9.61538505554199,12
21.634614944458,16
9.61538505554199,12
19.230770111084,16
19.230770111084,12
19.230770111084,12
9.61538505554199,8
15.865385055542,14
24.0384616851807,13
15.384614944458,13
24.0384616851807,12
14.4230766296387,14
14.4230766296387,13
24.0384616851807,16
14.8351650238037,12
25.6410255432129,12
21.634614944458,16
37.5,18
12.2863245010376,12
12.9807691574097,13
7.21153831481934,12
23.4693870544434,12
23.0769233703613,16
20.1923084259033,16
25.240385055542,14
19.230770111084,13
28.8461532592773,18
37.019229888916,18
22.8365383148193,14
10.9890108108521,12
34.6153831481934,16
13.4615383148193,14
42.3076934814453,13
13.4615383148193,12
38.461540222168,18
13.7362632751465,12
10.9890108108521,12
11.9230766296387,12
12.0192308425903,12
16,10
7.692307472229,10
15.5936450958252,12
12.0192308425903,16
12.0192308425903,12
16.6666660308838,18
26.62721824646,16
26.4423084259033,10
16.8269233703613,12
21.634614944458,16
13.8888893127441,12
14.9572649002075,12
17.1875,16
12.5,12
23.8461532592773,13
17.5585289001465,13
16.8269233703613,12
12.0192308425903,12
25.9615383148193,12
19.6488285064697,13
21.5544872283936,13
8.65384578704834,13
20.6730766296387,12
11.5384616851807,12
19.230770111084,14
12.0192308425903,14
16.8269233703613,18
27.4038467407227,16
26.4423084259033,14
10.9890108108521,12
13.4615383148193,16
10.2564105987549,12
15.384614944458,12
29.3269233703613,13
21.634614944458,16
9.13461494445801,12
7.692307472229,14
6.25,8
12.0192308425903,12
11.5995111465454,12
6.73076915740967,12
18.269229888916,12
23.0769233703613,18
7.692307472229,9
12.9807691574097,14
26.9230766296387,16
37.019229888916,16
24.0384616851807,12
10.0415802001953,13
7.692307472229,12
22.7564105987549,16
68.6813201904297,18
46.1538467407227,18
29.3269233703613,18
32.6923065185547,18
40.8653831481934,16
14.4230766296387,13
9.61538505554199,13
9.61538505554199,13
27.3504276275635,16
43.269229888916,16
18.75,12
26.4423084259033,16
8.33333301544189,12
20.6730766296387,18
20.1923084259033,13
13.4615383148193,13
33.6538467407227,16
14.4230766296387,12
12.0192308425903,10
6.25,13
37.5,16
22.115385055542,12
28.365385055542,14
32.6923065185547,13
10,12
19.230770111084,12
10.1214570999146,12
10.5769233703613,12
17.3076915740967,14
13.7362632751465,12
19.230770111084,14
19.230770111084,18
23.3516483306885,16
17.3076915740967,16
20.6730766296387,16
17.7884616851807,16
33.6538467407227,18
11.057692527771,14
13.1118879318237,16
29.8076915740967,16
26.9230766296387,16
5.76923084259033,12
17.7514801025391,18
43.269229888916,12
41.6666679382324,14
44.230770111084,16
34.1880340576172,16
23.6263732910156,13
38.461540222168,16
15.384614944458,12
15.384614944458,12
41.3461532592773,18
41.6666679382324,16
11.057692527771,14
12.5,12
8.07692337036133,13
28.8461532592773,12
19.230770111084,12
19.230770111084,16
6.73076915740967,16
8.31443691253662,18
15.384614944458,12
6.25,12
10.817307472229,13
38.461540222168,18
43.269229888916,16
30.769229888916,16
17.3076915740967,14
21.2339744567871,16
23.0769233703613,16
25,13
11.057692527771,13
21.634614944458,16
23.0769233703613,13
38.461540222168,16
13.2211542129517,12
12.3626375198364,12
24.0384616851807,12
16.4423084259033,14
9.61538505554199,11
8.84615421295166,8
12.0192308425903,12
20.6730766296387,16
15.384614944458,12
24.0384616851807,18
40.3846168518066,16
15.384614944458,13
32.0512809753418,16
21.634614944458,12
31.25,13
38.9423065185547,16
14.0625,12
19.230770111084,16
18.6666660308838,16
16.8269233703613,12
11,12
21.9141330718994,13
16.9551277160645,13
13.4615383148193,12
9.61538505554199,18
19.230770111084,18
15.865385055542,14
23.5576915740967,18
45.6730766296387,13
37.5,14
9.13461494445801,16
22.5,16
32.0512809753418,14
25,14
20.1923084259033,16
15.384614944458,13
22.5,12
35.5769233703613,16
20.085470199585,12
19.230770111084,16
26.4423084259033,16
24,16
17.0940170288086,18
11.5384616851807,14
17.3379802703857,13
28.7999992370605,16
23.0769233703613,16
27.3504276275635,14
18,12
14.2857141494751,13
16.8269233703613,14
15.384614944458,14
13.4615383148193,13
23.5576915740967,12
9.61538505554199,12
8.65384578704834,18
15.384614944458,13
23.5576915740967,16
17.7884616851807,12
14.8571424484253,16
12.5,13
15.384614944458,13
16.8269233703613,16
14.4230766296387,13
12.9807691574097,14
8.65384578704834,12
18.1818180084229,14
10.5263156890869,10
16.0256404876709,12
14.9038457870483,12
14.7435894012451,12
12.0192308425903,12
22.5961532592773,13
19.230770111084,13
19.230770111084,16
25.480770111084,10
21.1538467407227,18
24.0384616851807,12
26.7094020843506,13
14.4230766296387,16
32.211540222168,13
24.0384616851807,18
17.3076915740967,12
11.057692527771,14
14.4300212860107,12
15.0093812942505,12
16.8269233703613,12
10.9890108108521,12
18.269229888916,16
16.9413909912109,13
24.0384616851807,13
9.34065914154053,12
10.0961542129517,11
20.1923084259033,16
10.0961542129517,16
29.3269233703613,18
36.0576934814453,18
21.9850959777832,16
18.75,16
21.1538467407227,12
27.6923084259033,16
50.3662986755371,16
13.7362632751465,16
19.6581192016602,18
17.3076915740967,16
12.9807691574097,14
13.1868133544922,16
21.875,16
7.21153831481934,12
13.942307472229,13
14.9038457870483,12
16.8269233703613,16
13.6057691574097,12
26.4957256317139,16
40.5982894897461,18
23.5042743682861,14
10.0961542129517,14
14.9038457870483,16
12.0192308425903,12
25,12
24.0384616851807,13
10.9890108108521,9
26.4423084259033,14
12.0192308425903,12
5.76923084259033,13
10.384614944458,12
23.9163455963135,12
24.0394229888916,14
5.28846168518066,9
19.230770111084,14
16.8269233703613,14
18.75,14
16.3461532592773,12
13.4615383148193,13
6.25,13
13.4615383148193,12
38.461540222168,16
26.4423084259033,13
6.51955652236938,12
19.230770111084,16
9.13461494445801,12
19.134614944458,16
33.4249076843262,16
16.7451591491699,14
48.0769233703613,18
16.0256404876709,16
24.0384616851807,16
34.1355781555176,16
19.230770111084,16
53.1468544006348,16
11.1336030960083,12
38.461540222168,16
24.0384616851807,16
14.4230766296387,14
13.4615383148193,14
6.73076915740967,12
18.6390533447266,16
7.59109306335449,12
29.5329666137695,12
18.75,13
20.1261177062988,13
14.2307691574097,12
25.6410255432129,16
18.509614944458,13
10.0961542129517,8
43.269229888916,14
10.427885055542,11
12.0192308425903,11
6.19999980926514,13
16.2393169403076,13
22.0279712677002,12
8.07291698455811,13
14.4230766296387,12
27.884614944458,13
19.230770111084,12
13.4615383148193,12
29.0209789276123,18
39.529914855957,16
12.5,13
25.480770111084,16
31.1538467407227,16
32.6923065185547,18
25.5102043151855,16
9.13461494445801,14
16.8278846740723,10
13.4615383148193,12
19.230770111084,11
21.634614944458,16
10.4273500442505,13
10.817307472229,14
39.6153831481934,12
6.73076915740967,13
14.4230766296387,14
25.6410255432129,18
7.5,13
10.6837606430054,12
24.7252750396729,9
110.576919555664,16
10.9090909957886,12
45.6730766296387,14
18.509614944458,16
3.8461537361145,12
43.269229888916,16
14.615385055542,16
15.384614944458,13
24.0384616851807,18
5.76923084259033,13
15.384614944458,16
14.375,16
12.5,13
57.6923065185547,13
20.6730766296387,18
33.6538467407227,16
24.0384616851807,14
14.4230766296387,16
10.5,12
9.34065914154053,13
16.1538467407227,11
48.0769233703613,18
19.6078433990479,16
12.5,11
28.8461532592773,16
20.384614944458,12
8.46153831481934,10
57.6923065185547,14
40,13
35.1331367492676,12
13.599536895752,18
19.230770111084,16
33.1730766296387,16
12.0192308425903,12
32.6923065185547,16
43.269229888916,16
13.8461542129517,16
22.2222213745117,12
25,14
24.0384616851807,16
13.46217918396,14
9.44055938720703,13
25,18
16.5865383148193,12
7.21153831481934,14
22.1163463592529,13
13.4615383148193,14
11,14
24.0384616851807,14
13.4615383148193,16
11,12
28.8461532592773,13
15.384614944458,13
26.4423084259033,14
19,14
13.942307472229,12
11.9047622680664,14
23.5042743682861,16
30.2884616851807,14
10.6837606430054,8
37.4125862121582,13
24.7252750396729,18
26.5567760467529,16
19.230770111084,16
11.5384616851807,16
19.230770111084,16
12.3626375198364,12
45.6730766296387,16
9.13461494445801,12
14.9572649002075,13
23.8095245361328,16
4.807692527771,14
42.0625,16
15.384614944458,11
15.384614944458,12
11.9230766296387,14
27.472526550293,16
21.730770111084,16
36.6300354003906,16
26.4423084259033,16
25.6410255432129,18
17.3992671966553,16
9.61538505554199,12
15.625,13
13.0208330154419,14
21.3675212860107,16
16.8269233703613,16
32.0512809753418,12
13.2478628158569,18
8.01282024383545,13
28.8461532592773,14
20.6730766296387,18
14.4230766296387,14
14.9572649002075,14
17.3076915740967,14
7.21153831481934,12
11.8881120681763,18
49.7777786254883,13
13.7362632751465,16
16.3461532592773,18
15.865385055542,16
5.76923084259033,12
16.8269233703613,12
23.4265727996826,12
21.9017086029053,16
15.865385055542,13
6.73076915740967,13
21.634614944458,12
35.470085144043,16
19.230770111084,18
7.32600736618042,12
28.8461532592773,16
14.4230766296387,13
12.2377624511719,12
25,18
36.982250213623,16
19.230770111084,16
8.24175834655762,13
14.4230766296387,12
18.4458389282227,13
24.8346157073975,18
10.8791208267212,12
18.75,12
10.1041669845581,16
21.9017086029053,16
26.9230766296387,14
11.6000003814697,11
16.8269233703613,16
16.8269233703613,14
22.5961532592773,12
17.5213680267334,16
11.5384616851807,13
21.634614944458,14
10.9890108108521,13
15.384614944458,12
13.4615383148193,14
23.0769233703613,16
21.3675212860107,14
25,13
28.8461532592773,16
27.2435894012451,16
11.5384616851807,14
26,18
41.8269233703613,16
12.9807691574097,16
31.25,13
22.115385055542,16
26.4423084259033,14
21.5384616851807,16
15.384614944458,12
17.7884616851807,12
29.5673084259033,16
24.0384616851807,16
12.5,12
19,13
48.0769233703613,12
14.4230766296387,12
6.25,13
12.0192308425903,16
11.7788457870483,12
12.5,14
5.76923084259033,16
12.2355766296387,16
30.769229888916,16
24.0394229888916,14
10.7884616851807,16
21.5384616851807,13
16.1538467407227,13
21.634614944458,14
28.8461532592773,16
28.8461532592773,16
21.634614944458,16
11.6396760940552,13
23.5042743682861,18
38.6538467407227,18
43.269229888916,16
19.230770111084,9
26.4423084259033,14
12.0192308425903,12
13.6752138137817,14
10.8976926803589,16
8.01282024383545,16
13.1868133544922,13
36.3247871398926,18
30.9829063415527,16
13.8888893127441,12
15.384614944458,12
14.4230766296387,11
25.9615383148193,12
19.230770111084,16
14.9038457870483,12
20.4326915740967,18
13.1879119873047,8
14.4230766296387,12
14.4230766296387,13
21.1538467407227,16
19.230770111084,18
25,12
19.230770111084,16
30.769229888916,14
24.0384616851807,18
12.0192308425903,12
17.3076915740967,16
13.942307472229,16
22.3613586425781,13
32.0512809753418,16
20.1923084259033,12
32.0512809753418,16
32.9670333862305,16
9.21474361419678,14
19.230770111084,12
12.0192308425903,12
25.480770111084,13
12.0192308425903,12
32.0512809753418,14
31.730770111084,16
23.5042743682861,13
21.634614944458,13
40.8653831481934,14
13.7362632751465,12
14.4230766296387,12
16.8269233703613,14
50.480770111084,18
27.6923084259033,12
22.4089641571045,16
36.0576934814453,16
32.75,16
52.4038467407227,16
87.4125900268555,16
19.230770111084,16
18.2342662811279,12
8.75,12
26.1538467407227,13
23.0769233703613,16
16.3461532592773,16
14.4230766296387,14
16.8269233703613,12
45.6730766296387,12
10,13
13.4615383148193,13
12.9807691574097,14
43.9377632141113,12
13.4615383148193,12
43.269229888916,18
28.8461532592773,12
8.84615421295166,18
14.2857141494751,12
40.8653831481934,13
32.6923065185547,18
52.8846168518066,18
8.65384578704834,12
10.6837606430054,14
33.6538467407227,16
9.89011001586914,12
25,18
34.6153831481934,18
72.1153869628906,18
33.6538467407227,16
23.0769233703613,16
36.5394248962402,18
50.480770111084,18
32.0512809753418,18
35,16
24.0384616851807,18
21.3675212860107,18
36.0576934814453,18
29.8076915740967,18
10.0961542129517,12
41.8269233703613,16
24.0384616851807,14
19.230770111084,16
33.6538467407227,18
19.6581192016602,16
37.6923065185547,16
9.61538505554199,14
17.6282043457031,16
18.8609466552734,18
37.5,16
48.0769233703613,18
43.125,18
21.6783218383789,14
19.8717956542969,18
19.230770111084,12
26.4423084259033,16
16.0256404876709,16
29.3956050872803,18
28.8461532592773,16
13.4615383148193,12
21.1538467407227,16
41.9580421447754,18
17.3076915740967,16
12.0192308425903,16
11.5384616851807,18
29.8076915740967,18
36.0576934814453,16
28.8461532592773,16
12.4065933227539,16
36.8589744567871,16
50.480770111084,12
44.711540222168,16
30.769229888916,16
28.8461532592773,18
31.25,16
16.8269233703613,14
7.21153831481934,9
16.8269233703613,12
14.9038457870483,16
44.230770111084,16
8.89999961853027,12
38.461540222168,18
38.461540222168,18
35.4251022338867,18
14.4230766296387,16
26.1538467407227,16
22.7163467407227,18
19.230770111084,18
6.25,8
36.0576934814453,18
12.0192308425903,12
38.461540222168,18
22.3076915740967,16
25,16
12.5,13
13.8461542129517,12
38.461540222168,18
10.531135559082,13
8.13609504699707,13
25,16
29.8076915740967,16
37.5,18
45.6730766296387,16
32.6923065185547,18
15.240385055542,12
39.4230766296387,16
9.61538505554199,12
19.230770111084,16
38.8461532592773,18
16.8269233703613,12
26.9230766296387,18
18.269229888916,16
21.7948722839355,16
14.7435894012451,13
24.955436706543,16
21.1538467407227,13
3.26923084259033,16
25,16
15.384614944458,12
16.8269233703613,12
13.2211542129517,12
21.634614944458,12
7.21153831481934,14
16.8269233703613,11
10.0961542129517,12
7.21153831481934,12
22.115385055542,18
15.8119659423828,16
38.461540222168,16
19.230770111084,13
16.1538467407227,16
13.4615383148193,12
21.1538467407227,16
13.5897436141968,13
15.384614944458,18
21.1538467407227,18
21.1538467407227,16
12.9807691574097,13
21.1538467407227,16
22.5961532592773,18
7.60286235809326,12
21.9230766296387,13
19.230770111084,16
33.8541679382324,16
12.9807691574097,13
27.2727279663086,18
44.711540222168,13
13.7362632751465,13
36.0576934814453,16
46.875,18
48.0769233703613,18
25,16
28.0612239837646,16
39.230770111084,16
27.4038467407227,16
19.230770111084,12
21.634614944458,12
52.8846168518066,18
20.2429141998291,16
19.230770111084,16
9.61538505554199,13
33.6538467407227,16
29.3269233703613,16
29.3269233703613,13
16.8269233703613,16
26.4423084259033,18
19.230770111084,16
60,16
22.5961532592773,13
39.4230766296387,12
5.76923084259033,16
9.61538505554199,13
23.0769233703613,16
28.8461532592773,16
16.3461532592773,12
19.230770111084,13
27.4038467407227,13
28.8461532592773,13
25.6410255432129,16
12.5,12
13.7362632751465,12
14.4230766296387,16
12.0192308425903,13
35.2000007629395,18
19.230770111084,12
11.5384616851807,16
4.27350425720215,12
16.8269233703613,18
12.1457490921021,14
16.3461532592773,13
17.3076915740967,16
11.7788457870483,12
7.52747249603271,11
26.8429489135742,14
6.63461542129517,12
12.9807691574097,12
26.8285007476807,12
11.5384616851807,13
13.942307472229,13
17.4252128601074,13
8.24175834655762,11
20.1923084259033,16
14.4230766296387,12
4.32692289352417,12
35.0961532592773,12
14.4230766296387,14
28.8461532592773,12
26.9230766296387,12
9.34065914154053,12
12.0192308425903,13
22.3704872131348,16
7.49674034118652,13
10,13
7.17255735397339,12
20.299144744873,13
27.2435894012451,16
11.9658117294312,14
23.0769233703613,14
17.3076915740967,16
16,12
11.5384616851807,12
23.990385055542,12
9.61538505554199,13
14.4230766296387,11
35.0961532592773,12
36.0576934814453,16
19.230770111084,14
19.230770111084,16
19.230770111084,14
57.6923065185547,16
16.8269233703613,16
18.7617263793945,16
12.0192308425903,12
3.48557686805725,16
48.0769233703613,16
13.4615383148193,14
16.8269233703613,16
26.9230766296387,16
37.019229888916,16
16,16
4.39560461044312,13
11.1538457870483,18
13.1410255432129,16
18.269229888916,16
19.230770111084,12
5.71725559234619,8
3.8461537361145,8
16.8269233703613,12
9.61538505554199,12
12.0384616851807,13
9.08119678497314,16
18.0288467407227,14
13.31360912323,12
5.12820529937744,14
19.230770111084,16
17.7884616851807,16
12.0192308425903,18
52.8846168518066,18
31.9230766296387,18
13.4615383148193,12
10.7692308425903,16
28.8461532592773,16
76.9230804443359,16
12.5,12
34.6153831481934,13
11.25,12
24.0384616851807,16
25.9875259399414,16
15.6862745285034,14
13.7362632751465,13
24.0384616851807,14
27.2435894012451,13
9.18367385864258,11
12.0192308425903,8
24.0384616851807,11
14.9038457870483,12
16.8269233703613,13
11.0946741104126,18
7.5,12
19.230770111084,16
18.8461532592773,16
14.3999996185303,13
13.7362632751465,16
16.8269233703613,16
36.0576934814453,14
15.7342653274536,12
14.9038457870483,12
14.4230766296387,16
11.5384616851807,12
16.8269233703613,13
12.0192308425903,12
17.3076915740967,16
41.8269233703613,16
24.0384616851807,16
13.4615383148193,12
16.8269233703613,14
19.8717956542969,10
7.21153831481934,13
25.4677753448486,18
20,18
9.89583301544189,13
15.384614944458,13
13.5135135650635,18
10.4895105361938,11
11.25,12
14.4230766296387,13
22.2222213745117,12
16.1764698028564,10
9.61538505554199,12
10.682692527771,13
14.7928991317749,16
14.6144227981567,13
11.0946741104126,13
10.5769233703613,12
13.4615383148193,12
16.8269233703613,12
33.3333320617676,16
9.5,8
14.2307691574097,12
23.0769233703613,14
9.13461494445801,13
9.61538505554199,12
16.8269233703613,12
13.0208330154419,12
22.3076915740967,16
31.25,14
60.3205146789551,16
28.8461532592773,16
9.64375019073486,13
16.2393169403076,12
40.8653831481934,18
34.8583869934082,18
12.307692527771,16
16.3461532592773,14
12.9807691574097,12
5.15109872817993,13
14.4230766296387,13
38.9011001586914,16
8.25,12
21.634614944458,14
7.692307472229,12
10.0961542129517,12
43.269229888916,18
26.4423084259033,16
23.0769233703613,16
15,13
15.865385055542,13
12.5,12
9.13461494445801,12
15.384614944458,12
21.1538467407227,13
10.5769233703613,16
26.4423084259033,16
29.230770111084,13
10.9890108108521,14
11.5384616851807,9
7,16
23.0769233703613,13
20.6730766296387,12
24,16
13.8888893127441,18
36.538459777832,13
11.5384616851807,13
12.0192308425903,12
6.41083908081055,13
17.6282043457031,12
20.7100601196289,13
4.182692527771,13
22.0352573394775,18
20.9134616851807,16
34.6153831481934,12
13.4615383148193,12
35.1648368835449,12
22.4358978271484,13
15.865385055542,13
14.4230766296387,13
17.5,13
31.730770111084,13
26.4423084259033,12
9.61538505554199,12
31.1538467407227,13
9.61538505554199,12
9.82905960083008,12
8.17307662963867,12
18.1730766296387,14
25,12
25.9615383148193,13
16.3461532592773,12
8.07692337036133,12
43.269229888916,12
23.0769233703613,14
44.3786964416504,14
28.8461532592773,12
21.634614944458,13
48.0769233703613,12
30.0699291229248,13
26.0683765411377,16
16.8269233703613,12
15.384614944458,12
12.0192308425903,12
8.5059175491333,12
17.7884616851807,16
18.6813182830811,16
14.4230766296387,13
19.230770111084,12
15.865385055542,13
17.3076915740967,16
31.25,18
10,9
34.7222213745117,16
25.9615383148193,12
4.57875442504883,12
7.21153831481934,12
16.3461532592773,12
12.9807691574097,10
21.634614944458,14
23.0769233703613,13
15.384614944458,16
8.65384578704834,12
18.4911251068115,13
24.0384616851807,16
52.8846168518066,18
8.25,12
36.538459777832,13
14.4230766296387,16
20.6730766296387,12
23.0769233703613,18
12.0192308425903,12
19.230770111084,16
14.4230766296387,16
11.057692527771,12
14.4230766296387,12
14.9572649002075,13
21.5686283111572,18
17.0329666137695,13
28.8461532592773,13
7.21153831481934,12
19.230770111084,12
6.59340667724609,14
19.7115383148193,11
14.4230766296387,12
13.5,8
25.6410255432129,13
12.0192308425903,13
11.057692527771,16
29.761905670166,16
23.0769233703613,18
16.9946327209473,13
5.76923084259033,13
34.1880340576172,16
18.269229888916,16
23.6686382293701,18
20.0320510864258,18
5.52980756759644,12
24.0384616851807,18
64.4230804443359,16
10,12
24.0384616851807,16
19.230770111084,13
18.75,12
6.59340667724609,14
20.6730766296387,12
17.9487171173096,14
15.865385055542,14
14.4230766296387,18
12.5,16
20.6730766296387,12
23.0769233703613,16
4.807692527771,14
7.59109306335449,12
14.4230766296387,16
24.3902435302734,14
14.4230766296387,12
25.769229888916,12
72.1153869628906,16
38.461540222168,16
8.65384578704834,12
16.8269233703613,16
14.4230766296387,12
14.7928991317749,12
13.4615383148193,13
48.0778846740723,16
15.865385055542,14
20.1923084259033,16
14.4230766296387,12
19.7802200317383,14
6.25,12
32.6923065185547,12
19.230770111084,12
17.7125511169434,13
34.230770111084,11
19.230770111084,14
